Anchor_Name,Anchor_Color,FPT_Price,FPT_Stock,Anchor_Full,CPS_Match,CPS_Price,CPS_Stock,CPS_Score,HoangHa_Match,HoangHa_Price,HoangHa_Stock,HoangHa_Score,Viettel_Match,Viettel_Price,Viettel_Stock,Viettel_Score,DDV_Match,DDV_Price,DDV_Stock,DDV_Score,MW_Match,MW_Price,MW_Stock,MW_Score
iPad Air 5 2022 10.9 inch M1 WiFi 5G 64GB,Trắng,20990000,Yes,iPad Air 5 2022 10.9 inch M1 WiFi 5G 64GB Trắng,iPad Air 11 inch M3 Wifi 256GB 2025,18790000.0,Yes,0.9455971121788025,iPad Air M3 11 inch Wifi (512GB),22890000.0,No,0.9213981628417969,iPad Air (Gen 6) M2 13 inch WIFI 5G 128GB,26490000.0,No,0.9150460958480835,iPad Air M3 11 inch | 128GB Wifi Chính Hãng,13790000.0,Yes,0.9176720976829529,iPad Air M3 11 inch WiFi 512GB,24490000.0,No,0.9245539307594299
iPad A16 WiFi 128GB,Xanh dương,8490000,Yes,iPad A16 WiFi 128GB Xanh dương,iPad A16 Wifi 128GB 2025,8490000.0,Yes,0.9684121608734131,iPad A16 11 inch Wifi (128GB),8690000.0,Yes,0.9647200703620911,iPad (A16) 11 inch WIFI 128GB,8690000.0,Yes,0.9544423818588257,iPad A16 11 inch (2025) | 128GB Wifi Chính Hãng,8490000.0,Yes,0.9629926681518555,iPad A16 WiFi 128GB,8490000.0,Yes,0.9933463335037231
"iPad A16 WiFi + Cellular 128GB (Gen 11) 2025 chính hãng, góp 0%",Bạc,12990000,No,"iPad A16 WiFi + Cellular 128GB (Gen 11) 2025 chính hãng, góp 0% Bạc",iPad A16 Wifi 128GB 2025,8490000.0,Yes,0.9376983046531677,iPad A16 11 inch Wifi (256GB),10990000.0,No,0.8899527192115784,iPad (A16) 11 inch WIFI 128GB,8690000.0,Yes,0.8771088719367981,iPad A16 11 inch 2025 256GB Wifi Chính hãng,11390000.0,Yes,0.9148905873298645,iPad A16 WiFi 128GB,8490000.0,Yes,0.9063901305198669
iPad Air 11 inch M3 2025 WiFi 128GB,Ánh Sao,15790000,Yes,iPad Air 11 inch M3 2025 WiFi 128GB Ánh Sao,iPad Air 11 inch M3 Wifi 128GB 2025,15790000.0,Yes,0.9717667698860168,iPad Air M3 11 inch Wifi (128GB),14990000.0,Yes,0.974612295627594,iPad Air (M3) 13 inch WIFI 5G 128GB,24490000.0,No,0.9018881320953369,iPad Air M3 11 inch | 128GB Wifi Chính Hãng,13790000.0,Yes,0.9593296647071838,iPad Air M3 11 inch WiFi 128GB,15790000.0,Yes,0.9660577178001404
iPad Air 11 inch M3 2025 WiFi + Cellular 128GB,Xanh dương,20290000,Yes,iPad Air 11 inch M3 2025 WiFi + Cellular 128GB Xanh dương,iPad Air 11 inch M3 Wifi 128GB 2025,15890000.0,Yes,0.984837532043457,iPad Air M3 11 inch Wifi (128GB),14990000.0,Yes,0.9658427238464355,iPad Air (M3) 13 inch WIFI 5G 128GB,24490000.0,No,0.9113281965255737,iPad Air M3 11 inch | 128GB Wifi Chính Hãng,13790000.0,Yes,0.9618456363677979,iPad Air M3 11 inch WiFi 128GB,15790000.0,Yes,0.9612134695053101
iPad Air 5 2022 10.9 inch M1 WiFi 5G 64GB,Xám,20990000,Yes,iPad Air 5 2022 10.9 inch M1 WiFi 5G 64GB Xám,iPad Air 11 inch M3 Wifi 512GB 2025,24290000.0,Yes,0.9465950727462769,iPad Air M3 11 inch Wifi (512GB),22890000.0,No,0.920872688293457,iPad Air (Gen 6) M2 13 inch WIFI 5G 128GB,26490000.0,No,0.9116682410240173,iPad Air M3 11 inch | 128GB Wifi Chính Hãng,13790000.0,Yes,0.9095919728279114,iPad Air M3 11 inch 5G 128GB,20490000.0,Yes,0.9187479615211487
iPad A16 WiFi 128GB,Hồng,8490000,Yes,iPad A16 WiFi 128GB Hồng,iPad A16 Wifi 128GB 2025,8690000.0,Yes,0.9692606925964355,iPad A16 11 inch Wifi (128GB),8690000.0,Yes,0.9593607187271118,iPad (A16) 11 inch WIFI 128GB,8690000.0,Yes,0.9431074857711792,iPad A16 11 inch 2025 256GB Wifi Chính hãng,11390000.0,Yes,0.9402481913566589,iPad A16 WiFi 128GB,8690000.0,Yes,0.9999998807907104
iPad A16 5G 128GB,Hồng,12990000,No,iPad A16 5G 128GB Hồng,iPad A16 5G 128GB 2025,12990000.0,No,0.9757464528083801,iPad A16 11 inch 5G (128GB),12490000.0,No,0.9566572904586792,iPad (A16) 11 inch WIFI 128GB,8690000.0,Yes,0.8865106701850891,iPad A16 11 inch (2025) | 128GB Wifi Chính Hãng,8590000.0,Yes,0.8660021424293518,iPad A16 5G 128GB,12990000.0,Yes,1.0000003576278687
"iPad Air M2 11 inch 2024 Wifi | Mạnh mẽ, sang trọng",Tím,16990000,No,"iPad Air M2 11 inch 2024 Wifi | Mạnh mẽ, sang trọng Tím",iPad Air 11 inch M3 Wifi 256GB 2025,18790000.0,Yes,0.9033242464065552,iPad Air M3 11 inch Wifi (512GB),22890000.0,No,0.9030022621154785,iPad Air (Gen 6) M2 13 inch WIFI 5G 128GB,26490000.0,No,0.8250398635864258,iPad Air M3 11 inch | 128GB Wifi Chính Hãng,13790000.0,Yes,0.8872977495193481,iPad Air M3 11 inch WiFi 256GB,19090000.0,Yes,0.8765342831611633
iPad Air 11 inch M3 2025 WiFi 128GB,Xanh dương,15790000,Yes,iPad Air 11 inch M3 2025 WiFi 128GB Xanh dương,iPad Air 11 inch M3 Wifi 128GB 2025,15790000.0,Yes,0.9922128915786743,iPad Air M3 11 inch Wifi (128GB),14990000.0,Yes,0.9772047400474548,iPad Air (M3) 13 inch WIFI 5G 128GB,24490000.0,No,0.9193260073661804,iPad Air M3 11 inch | 128GB Wifi Chính Hãng,13490000.0,Yes,0.9752295017242432,iPad Air M3 11 inch WiFi 128GB,15790000.0,Yes,0.9831733107566833
iPad Air 11 inch M3 2025 WiFi + Cellular 128GB,Ánh Sao,20290000,Yes,iPad Air 11 inch M3 2025 WiFi + Cellular 128GB Ánh Sao,iPad Air 11 inch M3 Wifi 128GB 2025,15890000.0,Yes,0.9679197072982788,iPad Air M3 11 inch Wifi (128GB),14990000.0,Yes,0.9630588889122009,iPad Air (M3) 13 inch WIFI 5G 128GB,24490000.0,No,0.8972845673561096,iPad Air M3 11 inch | 128GB Wifi Chính Hãng,13490000.0,Yes,0.951335072517395,iPad Air M3 11 inch WiFi 128GB,15790000.0,Yes,0.948764443397522
iPad Air 13 inch M3 2025 WiFi 128GB,Ánh Sao,21190000,Yes,iPad Air 13 inch M3 2025 WiFi 128GB Ánh Sao,iPad Air 13 inch M3 Wifi 128GB 2025,21390000.0,Yes,0.9718958735466003,iPad Air M3 13 inch Wifi (128GB),19990000.0,No,0.9734514355659485,iPad Air (M3) 13 inch WIFI 256GB,22990000.0,Yes,0.907206118106842,iPad Air M3 11 inch | 128GB Wifi Chính Hãng,13490000.0,Yes,0.9582701325416565,iPad Air M3 13 inch WiFi 128GB,21790000.0,Yes,0.9667226672172546
iPad Air 5 2022 10.9 inch M1 WiFi 5G 64GB,Hồng,20990000,Yes,iPad Air 5 2022 10.9 inch M1 WiFi 5G 64GB Hồng,iPad Air 11 inch M3 Wifi 512GB 2025,24290000.0,Yes,0.9412729144096375,iPad Air M3 11 inch 5G (512GB),26190000.0,No,0.905835747718811,iPad Air (Gen 6) M2 13 inch WIFI 5G 128GB,26490000.0,No,0.9243254661560059,iPad A16 11 inch (2025) | 128GB Wifi & 5G Chính Hãng,12490000.0,Yes,0.8998143672943115,iPad Air M3 11 inch WiFi 256GB,19090000.0,No,0.9114297032356262
iPad A16 WiFi 128GB,Vàng,8690000,Yes,iPad A16 WiFi 128GB Vàng,iPad A16 Wifi 128GB 2025,8690000.0,Yes,0.959837019443512,iPad A16 11 inch Wifi (128GB),8490000.0,No,0.9629106521606445,iPad (A16) 11 inch WIFI 128GB,8690000.0,Yes,0.9475979208946228,iPad A16 11 inch (2025) | 128GB Wifi Chính Hãng,8490000.0,Yes,0.9227939248085022,iPad A16 WiFi 128GB,8690000.0,Yes,1.000000238418579
iPad A16 5G 128GB,Vàng,12990000,No,iPad A16 5G 128GB Vàng,iPad A16 5G 128GB 2025,12990000.0,Yes,0.9696308374404907,iPad A16 11 inch 5G (128GB),12490000.0,No,0.9598835110664368,iPad (A16) 11 inch WIFI 128GB,8690000.0,Yes,0.8795300722122192,iPad A16 11 inch (2025) | 128GB Wifi Chính Hãng,8590000.0,Yes,0.8545070886611938,iPad A16 5G 128GB,12990000.0,Yes,0.9999997615814209
iPad Air 11 inch M2 2024 Wifi 128GB,Trắng,16990000,No,iPad Air 11 inch M2 2024 Wifi 128GB Trắng,iPad Air 11 inch M3 Wifi 128GB 2025,15890000.0,Yes,0.9784385561943054,iPad Air M3 11 inch Wifi (128GB),14990000.0,Yes,0.9734655618667603,iPad (A16) 11 inch WIFI 128GB,8690000.0,Yes,0.9099273681640625,iPad Air M3 11 inch | 128GB Wifi Chính Hãng,13790000.0,Yes,0.9615359306335449,iPad Air M3 11 inch WiFi 128GB,15790000.0,Yes,0.9725386500358582
iPad Air 11 inch M3 2025 WiFi 128GB,Tím,15790000,Yes,iPad Air 11 inch M3 2025 WiFi 128GB Tím,iPad Air 11 inch M3 Wifi 128GB 2025,15890000.0,Yes,0.990991473197937,iPad Air M3 11 inch Wifi (128GB),14990000.0,Yes,0.9717062711715698,iPad Air (M3) 13 inch WIFI 5G 128GB,24490000.0,No,0.9097772240638733,iPad Air M3 11 inch | 128GB Wifi Chính Hãng,13790000.0,Yes,0.9703665375709534,iPad Air M3 11 inch WiFi 128GB,15790000.0,Yes,0.9849608540534973
iPad Air 11 inch M3 2025 WiFi + Cellular 128GB,Tím,20290000,Yes,iPad Air 11 inch M3 2025 WiFi + Cellular 128GB Tím,iPad Air 11 inch M3 Wifi 128GB 2025,15890000.0,Yes,0.982706606388092,iPad Air M3 11 inch Wifi (128GB),14990000.0,Yes,0.9600480198860168,iPad Air (M3) 13 inch WIFI 5G 128GB,24490000.0,No,0.9012153744697571,iPad Air M3 11 inch | 128GB Wifi Chính Hãng,13790000.0,Yes,0.9570645689964294,iPad Air M3 11 inch WiFi 128GB,15790000.0,Yes,0.9599036574363708
iPad Air 13 inch M3 2025 WiFi 128GB,Tím,21190000,Yes,iPad Air 13 inch M3 2025 WiFi 128GB Tím,iPad Air 13 inch M3 Wifi 128GB 2025,21390000.0,Yes,0.991645336151123,iPad Air M3 13 inch Wifi (128GB),19990000.0,No,0.9707940220832825,iPad Air (M3) 13 inch WIFI 5G 128GB,24490000.0,No,0.9133626222610474,iPad Air M3 11 inch | 128GB Wifi Chính Hãng,13790000.0,Yes,0.9679322838783264,iPad Air M3 13 inch WiFi 128GB,21790000.0,Yes,0.9850921034812927
iPad Air 5 2022 10.9 inch M1 WiFi 5G 64GB,Xanh dương,20990000,Yes,iPad Air 5 2022 10.9 inch M1 WiFi 5G 64GB Xanh dương,iPad Air 11 inch M3 Wifi 512GB 2025,24290000.0,Yes,0.9478287100791931,iPad Air M3 11 inch Wifi (512GB),22890000.0,No,0.9202093482017517,iPad Air (Gen 6) M2 13 inch WIFI 5G 128GB,26490000.0,No,0.917243242263794,iPad Air M3 11 inch | 128GB Wifi Chính Hãng,13790000.0,Yes,0.9128275513648987,iPad Air M3 11 inch WiFi 512GB,24490000.0,No,0.9222195744514465
iPad Air 11 inch M2 2024 Wifi 128GB,Xám,16990000,No,iPad Air 11 inch M2 2024 Wifi 128GB Xám,iPad Air 11 inch M3 Wifi 128GB 2025,15790000.0,Yes,0.9910082221031189,iPad Air M3 11 inch Wifi (128GB),14990000.0,Yes,0.9755067229270935,iPad (A16) 11 inch WIFI 128GB,8690000.0,Yes,0.9077356457710266,iPad Air M3 11 inch | 128GB Wifi Chính Hãng,13490000.0,Yes,0.9662037491798401,iPad Air M3 11 inch WiFi 128GB,15790000.0,Yes,0.9754475951194763
iPad Air 13 inch M3 2025 WiFi + Cellular 128GB,Tím,25490000,Yes,iPad Air 13 inch M3 2025 WiFi + Cellular 128GB Tím,iPad Air 13 inch M3 Wifi 128GB 2025,21390000.0,Yes,0.9827919006347656,iPad Air M3 13 inch Wifi (128GB),19990000.0,No,0.9594055414199829,iPad Air (M3) 13 inch WIFI 5G 128GB,24490000.0,No,0.9053301215171814,iPad Air M3 11 inch | 128GB Wifi Chính Hãng,13790000.0,Yes,0.956112265586853,iPad Air M3 13 inch WiFi 128GB,21790000.0,Yes,0.9610804319381714
"iPad Air 11 M3 WiFi + Cellular 128GB 2025 giá rẻ, góp 0%",Xám không gian,20290000,No,"iPad Air 11 M3 WiFi + Cellular 128GB 2025 giá rẻ, góp 0% Xám không gian",iPad Air 11 inch M3 Wifi 128GB 2025,15890000.0,Yes,0.8918430209159851,iPad Air M3 11 inch Wifi (128GB),14990000.0,Yes,0.870936930179596,iPad Air (M3) 11 inch WIFI 256GB,18490000.0,Yes,0.8462057709693909,iPad Air M3 11 inch | 128GB Wifi Chính Hãng,13790000.0,Yes,0.8685739040374756,iPad Air M3 11 inch WiFi 256GB,19090000.0,No,0.87074875831604
iPad Air 13 inch M3 2025 WiFi 128GB,Xám không gian,21190000,Yes,iPad Air 13 inch M3 2025 WiFi 128GB Xám không gian,iPad Air 13 inch M3 Wifi 128GB 2025,21390000.0,Yes,0.9627774357795715,iPad Air M3 13 inch Wifi (128GB),19990000.0,No,0.9441266059875488,iPad Air (M3) 13 inch WIFI 256GB,22990000.0,Yes,0.9407411813735962,iPad Air M3 11 inch | 128GB Wifi Chính Hãng,13790000.0,Yes,0.9513183832168579,iPad Air M3 13 inch WiFi 128GB,21790000.0,Yes,0.9614155888557434
iPad A16 WiFi 128GB,Bạc,8490000,Yes,iPad A16 WiFi 128GB Bạc,iPad A16 Wifi 128GB 2025,8490000.0,Yes,0.9563076496124268,iPad A16 11 inch Wifi (128GB),8690000.0,Yes,0.9540120363235474,iPad (A16) 11 inch WIFI 128GB,8690000.0,Yes,0.9545221924781799,iPad A16 11 inch (2025) | 128GB Wifi Chính Hãng,8490000.0,Yes,0.9396855235099792,iPad A16 WiFi 128GB,8490000.0,Yes,1.0000003576278687
iPad A16 5G 256GB,Vàng,15790000,Yes,iPad A16 5G 256GB Vàng,iPad A16 5G 256GB 2025,15790000.0,No,0.9753175973892212,iPad A16 11 inch 5G (256GB),14990000.0,No,0.9607013463973999,iPad Pro M5 13 inch WIFI 5G 256GB,44990000.0,Yes,0.8771222233772278,iPad A16 11 inch 2025 256GB Wifi Chính hãng,11390000.0,Yes,0.8606887459754944,iPad A16 5G 128GB,12990000.0,Yes,0.9791592955589294
iPad Air 11 inch M2 2024 Wifi 128GB,Xanh dương,16990000,No,iPad Air 11 inch M2 2024 Wifi 128GB Xanh dương,iPad Air 11 inch M3 Wifi 128GB 2025,15890000.0,Yes,0.9883574843406677,iPad Air M3 11 inch Wifi (128GB),14990000.0,Yes,0.9791809320449829,iPad (A16) 11 inch WIFI 128GB,8690000.0,Yes,0.9134327173233032,iPad Air M3 11 inch | 128GB Wifi Chính Hãng,13490000.0,Yes,0.9675382971763611,iPad Air M3 11 inch WiFi 128GB,15790000.0,Yes,0.9756004214286804
iPad Air 13 inch M3 2025 WiFi + Cellular 128GB,Xanh dương,25990000,Yes,iPad Air 13 inch M3 2025 WiFi + Cellular 128GB Xanh dương,iPad Air 13 inch M3 Wifi 128GB 2025,21390000.0,Yes,0.985385537147522,iPad Air M3 13 inch Wifi (128GB),19990000.0,No,0.9653638601303101,iPad Air (M3) 13 inch WIFI 5G 128GB,24490000.0,No,0.9143428206443787,iPad Air M3 11 inch | 128GB Wifi Chính Hãng,13790000.0,Yes,0.9602981805801392,iPad Air M3 13 inch WiFi 128GB,21790000.0,Yes,0.9626643061637878
iPad Air 11 inch M3 2025 WiFi 128GB,Xám không gian,15790000,Yes,iPad Air 11 inch M3 2025 WiFi 128GB Xám không gian,iPad Air 11 inch M3 Wifi 128GB 2025,15790000.0,Yes,0.9608551263809204,iPad Air M3 11 inch Wifi (128GB),14990000.0,Yes,0.9447322487831116,iPad Air (M3) 11 inch WIFI 256GB,18490000.0,Yes,0.9387579560279846,iPad Air M3 11 inch | 128GB Wifi Chính Hãng,13790000.0,Yes,0.9533354640007019,iPad Air M3 11 inch WiFi 128GB,15790000.0,Yes,0.9604832530021667
iPad Air 5 2022 10.9 inch M1 WiFi 5G 256GB,Hồng,24990000,No,iPad Air 5 2022 10.9 inch M1 WiFi 5G 256GB Hồng,iPad Air 11 inch M3 Wifi 256GB 2025,18790000.0,Yes,0.9387744069099426,iPad Air M3 11 inch 5G (256GB),21490000.0,No,0.9075525403022766,iPad Air (Gen 6) M2 13 inch WIFI 5G 128GB,26490000.0,No,0.9248826503753662,iPad A16 11 inch 2025 256GB Wifi Chính hãng,11390000.0,Yes,0.908818244934082,iPad Air M3 11 inch WiFi 256GB,19090000.0,No,0.9112228155136108
iPad Air 13 inch M3 2025 WiFi 128GB,Xanh dương,21190000,Yes,iPad Air 13 inch M3 2025 WiFi 128GB Xanh dương,iPad Air 13 inch M3 Wifi 128GB 2025,21390000.0,Yes,0.9929447174072266,iPad Air M3 13 inch Wifi (128GB),19990000.0,No,0.9763246178627014,iPad Air (M3) 13 inch WIFI 5G 128GB,24490000.0,No,0.9212881326675415,iPad Air M3 11 inch | 128GB Wifi Chính Hãng,13490000.0,Yes,0.9723806977272034,iPad Air M3 13 inch WiFi 128GB,21790000.0,Yes,0.983748733997345
iPad A16 WiFi 128GB,Xanh dương,8490000,Yes,iPad A16 WiFi 128GB Xanh dương,iPad A16 Wifi 128GB 2025,8490000.0,Yes,0.9684121608734131,iPad A16 11 inch Wifi (128GB),8690000.0,Yes,0.9647200703620911,iPad (A16) 11 inch WIFI 128GB,8690000.0,Yes,0.9544423818588257,iPad A16 11 inch (2025) | 128GB Wifi Chính Hãng,8490000.0,Yes,0.9629926681518555,iPad A16 WiFi 128GB,8490000.0,Yes,0.9933463335037231
iPad A16 5G 256GB,Xanh dương,15790000,Yes,iPad A16 5G 256GB Xanh dương,iPad A16 5G 256GB 2025,15790000.0,No,0.9768798351287842,iPad A16 11 inch 5G (256GB),14990000.0,No,0.9673972129821777,iPad Pro M5 13 inch WIFI 5G 256GB,44990000.0,Yes,0.89110267162323,iPad A16 11 inch 2025 256GB Wifi Chính hãng,11390000.0,Yes,0.8818235397338867,iPad A16 5G 128GB,12990000.0,Yes,0.971638560295105
iPad Air 13 inch M3 2025 WiFi + Cellular 128GB,Xám không gian,25990000,Yes,iPad Air 13 inch M3 2025 WiFi + Cellular 128GB Xám không gian,iPad Air 13 inch M3 Wifi 128GB 2025,21390000.0,Yes,0.9593190550804138,iPad Air M3 13 inch Wifi (128GB),19990000.0,No,0.94035404920578,iPad Air (M3) 13 inch WIFI 256GB,22990000.0,Yes,0.934538722038269,iPad Air M3 11 inch | 128GB Wifi Chính Hãng,13790000.0,Yes,0.945199728012085,iPad Air M3 13 inch WiFi 128GB,21790000.0,Yes,0.9453622698783875
iPad Air 11 inch M3 2025 WiFi 128GB,Ánh Sao,15790000,Yes,iPad Air 11 inch M3 2025 WiFi 128GB Ánh Sao,iPad Air 11 inch M3 Wifi 128GB 2025,15790000.0,Yes,0.9717667698860168,iPad Air M3 11 inch Wifi (128GB),14990000.0,Yes,0.974612295627594,iPad Air (M3) 13 inch WIFI 5G 128GB,24490000.0,No,0.9018881320953369,iPad Air M3 11 inch | 128GB Wifi Chính Hãng,13790000.0,Yes,0.9593296647071838,iPad Air M3 11 inch WiFi 128GB,15790000.0,Yes,0.9660577178001404
iPad Air 11 inch M3 2025 WiFi + Cellular 256GB,Tím,23290000,Yes,iPad Air 11 inch M3 2025 WiFi + Cellular 256GB Tím,iPad Air 11 inch M3 Wifi 256GB 2025,18790000.0,Yes,0.9815228581428528,iPad Air M3 11 inch Wifi (256GB),17990000.0,No,0.9614385962486267,iPad Air (M3) 11 inch WIFI 256GB,18490000.0,Yes,0.8933174014091492,iPad Air M3 11 inch | 128GB Wifi Chính Hãng,13790000.0,Yes,0.9388232231140137,iPad Air M3 11 inch WiFi 256GB,19090000.0,Yes,0.964625895023346
iPad Air 5 2022 10.9 inch M1 WiFi 5G 256GB,Tím,24990000,No,iPad Air 5 2022 10.9 inch M1 WiFi 5G 256GB Tím,iPad Air 11 inch M3 Wifi 256GB 2025,18790000.0,Yes,0.9532577395439148,iPad Air M3 11 inch Wifi (256GB),17990000.0,No,0.9250109195709229,iPad Air (Gen 6) M2 13 inch WIFI 5G 128GB,26490000.0,No,0.9083223342895508,iPad A16 11 inch 2025 256GB Wifi Chính hãng,11390000.0,Yes,0.901758074760437,iPad Air M3 11 inch WiFi 256GB,19090000.0,Yes,0.9309301972389221
iPad A16 WiFi 128GB,Hồng,8490000,Yes,iPad A16 WiFi 128GB Hồng,iPad A16 Wifi 128GB 2025,8690000.0,Yes,0.9692606925964355,iPad A16 11 inch Wifi (128GB),8690000.0,Yes,0.9593607187271118,iPad (A16) 11 inch WIFI 128GB,8690000.0,Yes,0.9431074857711792,iPad A16 11 inch 2025 256GB Wifi Chính hãng,11390000.0,Yes,0.9402481913566589,iPad A16 WiFi 128GB,8690000.0,Yes,0.9999998807907104
iPad A16 5G 256GB,Hồng,15790000,Yes,iPad A16 5G 256GB Hồng,iPad A16 5G 256GB 2025,15790000.0,No,0.9807160496711731,iPad A16 11 inch 5G (256GB),14990000.0,No,0.9593262672424316,iPad (A16) 11 inch WIFI 128GB,8690000.0,Yes,0.8682993650436401,iPad A16 11 inch 2025 256GB Wifi Chính hãng,11390000.0,Yes,0.8706474304199219,iPad A16 5G 128GB,12990000.0,Yes,0.9809679985046387
iPad Air 11 inch M3 2025 WiFi 128GB,Xanh dương,15790000,Yes,iPad Air 11 inch M3 2025 WiFi 128GB Xanh dương,iPad Air 11 inch M3 Wifi 128GB 2025,15790000.0,Yes,0.9922128915786743,iPad Air M3 11 inch Wifi (128GB),14990000.0,Yes,0.9772047400474548,iPad Air (M3) 13 inch WIFI 5G 128GB,24490000.0,No,0.9193260073661804,iPad Air M3 11 inch | 128GB Wifi Chính Hãng,13490000.0,Yes,0.9752295017242432,iPad Air M3 11 inch WiFi 128GB,15790000.0,Yes,0.9831733107566833
iPad Air 13 inch M3 2025 WiFi + Cellular 128GB,Ánh Sao,25990000,No,iPad Air 13 inch M3 2025 WiFi + Cellular 128GB Ánh Sao,iPad Air 13 inch M3 Wifi 128GB 2025,21390000.0,Yes,0.9676103591918945,iPad Air M3 13 inch Wifi (128GB),19990000.0,No,0.9620110392570496,iPad Air (M3) 13 inch WIFI 5G 128GB,24490000.0,No,0.9018427133560181,iPad Air M3 11 inch | 128GB Wifi Chính Hãng,13490000.0,Yes,0.9519698619842529,iPad Air M3 11 inch WiFi 128GB,15790000.0,Yes,0.9500842094421387
iPad Air 11 inch M2 2024 Wifi 256GB,Tím,19490000,No,iPad Air 11 inch M2 2024 Wifi 256GB Tím,iPad Air 11 inch M3 Wifi 256GB 2025,18790000.0,Yes,0.9868388772010803,iPad Air M3 11 inch Wifi (256GB),17990000.0,No,0.9764412045478821,iPad Air (M3) 11 inch WIFI 256GB,18490000.0,Yes,0.9033277034759521,iPad Air M3 11 inch | 128GB Wifi Chính Hãng,13790000.0,Yes,0.9429231882095337,iPad Air M3 11 inch WiFi 256GB,19090000.0,Yes,0.9802648425102234
iPad Air 11 inch M3 2025 WiFi + Cellular 256GB,Xanh dương,23290000,Yes,iPad Air 11 inch M3 2025 WiFi + Cellular 256GB Xanh dương,iPad Air 11 inch M3 Wifi 256GB 2025,18790000.0,Yes,0.9846040606498718,iPad Air M3 11 inch Wifi (256GB),17990000.0,No,0.9679781794548035,iPad Air (M3) 11 inch WIFI 256GB,18490000.0,Yes,0.907469630241394,iPad Air M3 11 inch | 128GB Wifi Chính Hãng,13790000.0,Yes,0.9465556740760803,iPad Air M3 11 inch WiFi 256GB,19090000.0,No,0.9653692841529846
iPad Air 5 2022 10.9 inch M1 WiFi 5G 256GB,Trắng,24990000,No,iPad Air 5 2022 10.9 inch M1 WiFi 5G 256GB Trắng,iPad Air 11 inch M3 Wifi 256GB 2025,18790000.0,Yes,0.95065838098526,iPad Air M3 11 inch Wifi (256GB),17990000.0,No,0.9295380711555481,iPad Air (Gen 6) M2 13 inch WIFI 5G 128GB,26490000.0,No,0.9120916724205017,iPad A16 11 inch (2025) | 128GB Wifi & 5G Chính Hãng,12490000.0,Yes,0.911510169506073,iPad Air M3 11 inch WiFi 256GB,19090000.0,No,0.9309993982315063
iPad A16 WiFi 128GB,Vàng,8690000,Yes,iPad A16 WiFi 128GB Vàng,iPad A16 Wifi 128GB 2025,8690000.0,Yes,0.959837019443512,iPad A16 11 inch Wifi (128GB),8490000.0,No,0.9629106521606445,iPad (A16) 11 inch WIFI 128GB,8690000.0,Yes,0.9475979208946228,iPad A16 11 inch (2025) | 128GB Wifi Chính Hãng,8490000.0,Yes,0.9227939248085022,iPad A16 WiFi 128GB,8690000.0,Yes,1.000000238418579
iPad Air 13 inch M3 2025 WiFi 128GB,Ánh Sao,21190000,Yes,iPad Air 13 inch M3 2025 WiFi 128GB Ánh Sao,iPad Air 13 inch M3 Wifi 128GB 2025,21390000.0,Yes,0.9718958735466003,iPad Air M3 13 inch Wifi (128GB),19990000.0,No,0.9734514355659485,iPad Air (M3) 13 inch WIFI 256GB,22990000.0,Yes,0.907206118106842,iPad Air M3 11 inch | 128GB Wifi Chính Hãng,13490000.0,Yes,0.9582701325416565,iPad Air M3 13 inch WiFi 128GB,21790000.0,Yes,0.9667226672172546
iPad A16 5G 256GB,Bạc,15790000,No,iPad A16 5G 256GB Bạc,iPad A16 5G 256GB 2025,15790000.0,Yes,0.9788047671318054,iPad A16 11 inch 5G (256GB),14990000.0,No,0.9507912397384644,iPad Pro M5 13 inch WIFI 5G 256GB,44990000.0,Yes,0.9015336036682129,iPad A16 11 inch 2025 256GB Wifi Chính hãng,11390000.0,Yes,0.8670231699943542,iPad A16 5G 128GB,12990000.0,No,0.9779797196388245
iPad Air 11 inch M3 2025 WiFi 128GB,Tím,15790000,Yes,iPad Air 11 inch M3 2025 WiFi 128GB Tím,iPad Air 11 inch M3 Wifi 128GB 2025,15890000.0,Yes,0.990991473197937,iPad Air M3 11 inch Wifi (128GB),14990000.0,Yes,0.9717062711715698,iPad Air (M3) 13 inch WIFI 5G 128GB,24490000.0,No,0.9097772240638733,iPad Air M3 11 inch | 128GB Wifi Chính Hãng,13790000.0,Yes,0.9703665375709534,iPad Air M3 11 inch WiFi 128GB,15790000.0,Yes,0.9849608540534973
iPad Air 11 inch M2 2024 Wifi 256GB,Trắng,19490000,No,iPad Air 11 inch M2 2024 Wifi 256GB Trắng,iPad Air 11 inch M3 Wifi 256GB 2025,18790000.0,Yes,0.9776021838188171,iPad Air M3 11 inch Wifi (256GB),17990000.0,No,0.9750145673751831,iPad Air (M3) 11 inch WIFI 256GB,18490000.0,Yes,0.9035226702690125,iPad A16 11 inch 2025 256GB Wifi Chính hãng,11390000.0,Yes,0.9466258883476257,iPad Air M3 11 inch WiFi 256GB,19090000.0,No,0.9732902646064758
iPad Air 5 2022 10.9 inch M1 WiFi 5G 256GB,Xám,24990000,No,iPad Air 5 2022 10.9 inch M1 WiFi 5G 256GB Xám,iPad Air 11 inch M3 Wifi 256GB 2025,18790000.0,Yes,0.951906681060791,iPad Air M3 11 inch Wifi (256GB),17990000.0,No,0.9255320429801941,iPad Air (Gen 6) M2 13 inch WIFI 5G 128GB,26490000.0,No,0.9127365946769714,iPad A16 11 inch (2025) | 128GB Wifi & 5G Chính Hãng,12490000.0,Yes,0.9094359278678894,iPad Air M3 11 inch WiFi 256GB,19090000.0,No,0.9249193668365479
