Product_Name;Color;Ton_Kho;Gia_Niem_Yet;Gia_Khuyen_Mai;Date;Khuyen_Mai;Thanh_Toan;Other_promotion;Link;Tech_Specs;screenshot_name
iPad Air 11 inch M2 2024 Wifi 256GB;Xanh dương;No;19490000;19490000;2026-01-31;;;;https://fptshop.com.vn/may-tinh-bang/ipad-air-11-m2-2024-wifi;"Thông số nổi bật

iPad Air 11 inch M2 2024 Wifi 256GB
Thông tin hàng hóa
Thiết kế & Trọng lượng
Bộ xử lý
RAM
Màn hình
Đồ họa
Lưu trữ
Camera sau
Camera Selfie
Cảm biến
Bảo mật
Giao tiếp và kết nối
Thông tin pin & sạc
Hệ điều hành
Phụ kiện trong hộp
Thông tin hàng hóa
Xuất xứ

Việt Nam / Trung Quốc

Thời điểm ra mắt
05/2024
Thời gian bảo hành
12 tháng
Hướng dẫn bảo quản
Để nơi khô ráo, nhẹ tay, dễ vỡ.
Hướng dẫn sử dụng
Xem trong sách hướng dẫn sử dụng
Thiết kế & Trọng lượng
Kích thước
247.6 x 178.5 x 6.1 mm
Trọng lượng sản phẩm

462 g

Chất liệu

Vỏ máy: Nhôm tái chế

Bộ xử lý
CPU Model
Apple M2
Loại CPU
8 - Core
Số nhân
8
RAM
Dung lượng RAM
8 GB
Màn hình
Kích thước màn hình
11 inch
Công nghệ màn hình
Liquid Retina
Độ phân giải

2360 x 1640 Pixels

Chuẩn màn hình
Liquid Retina
Độ sáng
500 nits
Đồ họa
Chip đồ hoạ (GPU)

Apple GPU 9 Nhân

Lưu trữ
Dung lượng (ROM)
256 GB
Camera sau
Camera 1
Ultra Wide
Độ phân giải
12.0 MP
Quay phim camera sau

4K 2160p@30fps

HD 720p@30fps

FullHD 1080p@25fps

FullHD 1080p@60fps

FullHD 1080p@120fps

FullHD 1080p@30fps

FullHD 1080p@240fps

4K 2160p@60fps

4K 2160p@25fps

4K 2160p@24fps

Camera Selfie
Số Camera Selfie

Single selfie camera

Camera Selfie 1
12.0 MP
Quay phim camera seflie

Quay phim FullHD

Tính năng

Trôi nhanh thời gian (Time lapse)

Chụp góc rộng (Wide)

Cảm biến
Cảm biến
Cảm biến vân tay
Con quay hồi chuyển

Cảm biến gia tốc kế

Cảm biến khí áp kế

Cảm biến ánh sáng
Bảo mật
Bảo mật

Mật khẩu

Giao tiếp và kết nối
Hỗ trợ mạng

5G

Cổng giao tiếp

Cổng sạc: Type C

Wifi

Wifi 6E

Bluetooth

v5.3

Thông tin pin & sạc
Loại PIN
Lithium polymer
Dung lượng pin

28.93 Wh

Hệ điều hành
OS

iPadOS

Version
iPadOS 17
Phụ kiện trong hộp
Phụ kiện trong hộp

Dây cáp sạc

Củ sạc iPad";Skipped
iPad A16 WiFi 512GB;Xanh dương;No;18190000;17290000;2026-01-31;"Khuyến mãi được hưởng

Tặng túi lộc 900,000đ áp dụng đến 31/01

Đặc quyền tặng gói dịch vụ Apple Music và Fitness+ 3 tháng 


Giảm đến 500,000đ cho Bao da/Bàn Phím, Bút cảm ứng của Apple khi mua kèm iPad 


Lì xì thêm đến 2,5 triệu khi mua kèm SIM FPT 


Trả góp 0%";;"Quà tặng và ưu đãi khác

Tặng phiếu mua hàng 200,000đ mua Microsoft® 365 Personal/Family khi mua kèm Máy tính xách tay/Macbook/iPad/PC 

Tặng phiếu mua hàng 50,000đ khi mua sim FPT kèm máy 


Ưu đãi

Giảm 5% mua camera cho đơn hàng Điện thoại/ Tablet, Điện máy từ 1 triệu 


Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng";https://fptshop.com.vn/may-tinh-bang/ipad-a16-wifi;"Thông số nổi bật

iPad A16 WiFi 512GB
Thông tin hàng hóa
Thiết kế & Trọng lượng
Bộ xử lý
RAM
Màn hình
Đồ họa
Lưu trữ
Cảm biến
Bảo mật
Giao tiếp và kết nối
Thông tin pin & sạc
Hệ điều hành
Phụ kiện trong hộp
Thông tin hàng hóa
Xuất xứ

Trung Quốc

Thời điểm ra mắt
04/2025
Thời gian bảo hành
12 tháng
Thiết kế & Trọng lượng
Kích thước
248.6 x 179.5 x 7 mm
Trọng lượng sản phẩm

477 g

Chất liệu

Viền máy: Nhôm

Vỏ máy: Nhôm

Bộ xử lý
CPU Model
Apple A16
Số nhân
5
RAM
Dung lượng RAM
6 GB
Màn hình
Kích thước màn hình
11 inch
Độ phân giải

2360 x 1640 Pixels

Chuẩn màn hình
Liquid Retina HD
Mật độ điểm ảnh
264 ppi
Độ sáng
500 nits
Đồ họa
Chip đồ hoạ (GPU)
Apple GPU 4 nhân
Lưu trữ
Dung lượng (ROM)
512 GB
Cảm biến
Cảm biến
Con quay hồi chuyển

Cảm biến gia tốc kế

Cảm biến ánh sáng

Touch ID

Bảo mật
Bảo mật

Mở khóa bằng mật mã

Giao tiếp và kết nối
Cổng giao tiếp

Type C

Wifi

Wifi 6

Bluetooth

v5.3

Thông tin pin & sạc
Loại PIN
Lithium polymer
Dung lượng pin

28.93 Wh

Hệ điều hành
OS

iPadOS

Version
iOS 18
Phụ kiện trong hộp
Phụ kiện trong hộp

Sách HDSD

Cáp USB Type C

Củ sạc iPad";Skipped
iPad Air 11 inch M2 2024 Wifi + Cellular 256GB;Xám;No;23490000;19990000;2026-01-31;;;;https://fptshop.com.vn/may-tinh-bang/ipad-air-11-m2-2024-wifi-cellular;"Thông số nổi bật

iPad Air 11 inch M2 2024 Wifi + Cellular 256GB
Thông tin hàng hóa
Thiết kế & Trọng lượng
Bộ xử lý
RAM
Màn hình
Đồ họa
Lưu trữ
Camera sau
Camera Selfie
Cảm biến
Bảo mật
Giao tiếp và kết nối
Thông tin pin & sạc
Hệ điều hành
Phụ kiện trong hộp
Thông tin hàng hóa
Xuất xứ

Việt Nam / Trung Quốc

Thời điểm ra mắt
05/2024
Thời gian bảo hành
12 tháng
Hướng dẫn bảo quản
Để nơi khô ráo, nhẹ tay, dễ vỡ.
Hướng dẫn sử dụng
Xem trong sách hướng dẫn sử dụng
Thiết kế & Trọng lượng
Kích thước
247.6 x 178.5 x 6.1 mm
Trọng lượng sản phẩm

462 g

Chất liệu

Vỏ máy: Nhôm tái chế

Bộ xử lý
CPU Model
Apple M2
Loại CPU
8 - Core
Số nhân
8
RAM
Dung lượng RAM
8 GB
Màn hình
Kích thước màn hình
11 inch
Công nghệ màn hình
Liquid Retina
Độ phân giải

2360 x 1640 Pixels

Chuẩn màn hình
Liquid Retina
Độ sáng
500 nits
Đồ họa
Chip đồ hoạ (GPU)

Apple GPU 9 Nhân

Lưu trữ
Dung lượng (ROM)
256 GB
Camera sau
Camera 1
Ultra Wide
Độ phân giải
12.0 MP
Quay phim camera sau

4K 2160p@30fps

HD 720p@30fps

FullHD 1080p@25fps

FullHD 1080p@60fps

FullHD 1080p@120fps

FullHD 1080p@30fps

FullHD 1080p@240fps

4K 2160p@60fps

4K 2160p@25fps

4K 2160p@24fps

Camera Selfie
Số Camera Selfie

Single selfie camera

Camera Selfie 1
12.0 MP
Quay phim camera seflie

Quay phim FullHD

Tính năng

Trôi nhanh thời gian (Time lapse)

Chụp góc rộng (Wide)

Cảm biến
Cảm biến
Cảm biến vân tay
Con quay hồi chuyển

Cảm biến gia tốc kế

Cảm biến khí áp kế

Cảm biến ánh sáng
Bảo mật
Bảo mật

Mật khẩu

Giao tiếp và kết nối
Hỗ trợ mạng

5G

Cổng giao tiếp

Cổng sạc: Type C

Wifi

Wifi 6E

Bluetooth

v5.3

Thông tin pin & sạc
Loại PIN
Lithium polymer
Dung lượng pin

28.93 Wh

Hệ điều hành
OS

iPadOS

Version
iPadOS 17
Phụ kiện trong hộp
Phụ kiện trong hộp

Dây cáp sạc

Củ sạc iPad";Skipped
iPad Air 11 inch M3 2025 WiFi + Cellular 512GB;Xanh dương;No;29190000;25990000;2026-01-31;"Khuyến mãi được hưởng

Tặng túi lộc 3,200,000đ áp dụng đến 31/01

Đặc quyền tặng gói dịch vụ Apple Music và Fitness+ 3 tháng 


Giảm đến 500,000đ cho Bao da/Bàn Phím, Bút cảm ứng của Apple khi mua kèm iPad 


Lì xì thêm đến 2,5 triệu khi mua kèm SIM FPT 


Trả góp 0%";;"Quà tặng và ưu đãi khác

Tặng phiếu mua hàng 200,000đ mua Microsoft® 365 Personal/Family khi mua kèm Máy tính xách tay/Macbook/iPad/PC 

Tặng phiếu mua hàng 50,000đ khi mua sim FPT kèm máy 


Ưu đãi

Giảm 5% mua camera cho đơn hàng Điện thoại/ Tablet, Điện máy từ 1 triệu 


Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng";https://fptshop.com.vn/may-tinh-bang/ipad-air-11-inch-m3-2025-wifi-cellular;;Skipped
iPad Air 11 inch M3 2025 WiFi 512GB;Xám không gian;No;24990000;21490000;2026-01-31;"Khuyến mãi được hưởng

Tặng túi lộc 3,500,000đ áp dụng đến 31/01

Đặc quyền tặng gói dịch vụ Apple Music và Fitness+ 3 tháng 


Giảm đến 500,000đ cho Bao da/Bàn Phím, Bút cảm ứng của Apple khi mua kèm iPad 


Lì xì thêm đến 2,5 triệu khi mua kèm SIM FPT 


Trả góp 0%";;"Quà tặng và ưu đãi khác

Tặng phiếu mua hàng 200,000đ mua Microsoft® 365 Personal/Family khi mua kèm Máy tính xách tay/Macbook/iPad/PC 

Tặng phiếu mua hàng 50,000đ khi mua sim FPT kèm máy 


Ưu đãi

Giảm 5% mua camera cho đơn hàng Điện thoại/ Tablet, Điện máy từ 1 triệu 


Xem thêm 1 ưu đãi khác";https://fptshop.com.vn/may-tinh-bang/ipad-air-11-inch-m3-2025-wifi;;Skipped
iPad Air 13 inch M3 2025 WiFi 128GB;Xám không gian;Yes;22090000;19290000;2026-01-31;"Khuyến mãi được hưởng

Tặng túi lộc 2,800,000đ áp dụng đến 31/01

Đặc quyền tặng gói dịch vụ Apple Music và Fitness+ 3 tháng 


Giảm đến 500,000đ cho Bao da/Bàn Phím, Bút cảm ứng của Apple khi mua kèm iPad 


Lì xì thêm đến 2,5 triệu khi mua kèm SIM FPT 


Trả góp 0%";;"Quà tặng và ưu đãi khác

Tặng phiếu mua hàng 200,000đ mua Microsoft® 365 Personal/Family khi mua kèm Máy tính xách tay/Macbook/iPad/PC 

Tặng phiếu mua hàng 50,000đ khi mua sim FPT kèm máy 


Ưu đãi

Giảm 5% mua camera cho đơn hàng Điện thoại/ Tablet, Điện máy từ 1 triệu 


Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng";https://fptshop.com.vn/may-tinh-bang/ipad-air-13-inch-m3-2025-wifi;;Skipped
iPad Air 11 inch M2 2024 Wifi + Cellular 256GB;Xanh dương;No;23490000;19990000;2026-01-31;"Khuyến mãi được hưởng

Tặng túi lộc 3,500,000đ áp dụng đến 31/01

Đặc quyền tặng gói dịch vụ Apple Music và Fitness+ 3 tháng 


Giảm đến 500,000đ cho Bao da/Bàn Phím, Bút cảm ứng của Apple khi mua kèm iPad 


Lì xì thêm đến 2,5 triệu khi mua kèm SIM FPT 


Trả góp 0%";;"Quà tặng và ưu đãi khác

Tặng phiếu mua hàng 200,000đ mua Microsoft® 365 Personal/Family khi mua kèm Máy tính xách tay/Macbook/iPad/PC 

Tặng phiếu mua hàng 50,000đ khi mua sim FPT kèm máy 


Ưu đãi

Giảm 5% mua camera cho đơn hàng Điện thoại/ Tablet, Điện máy từ 1 triệu 


Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng";https://fptshop.com.vn/may-tinh-bang/ipad-air-11-m2-2024-wifi-cellular;"Thông số nổi bật

iPad Air 11 inch M2 2024 Wifi + Cellular 256GB";Skipped
iPad Air 11 inch M3 2025 WiFi 256GB;Xanh dương;Yes;19390000;16190000;2026-01-31;"Khuyến mãi được hưởng

Tặng túi lộc 3,200,000đ áp dụng đến 31/01

Đặc quyền tặng gói dịch vụ Apple Music và Fitness+ 3 tháng 


Giảm đến 500,000đ cho Bao da/Bàn Phím, Bút cảm ứng của Apple khi mua kèm iPad 


Lì xì thêm đến 2,5 triệu khi mua kèm SIM FPT 


Trả góp 0%";;"Quà tặng và ưu đãi khác

Tặng phiếu mua hàng 200,000đ mua Microsoft® 365 Personal/Family khi mua kèm Máy tính xách tay/Macbook/iPad/PC 

Tặng phiếu mua hàng 50,000đ khi mua sim FPT kèm máy 


Ưu đãi

Giảm 5% mua camera cho đơn hàng Điện thoại/ Tablet, Điện máy từ 1 triệu 


Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng";https://fptshop.com.vn/may-tinh-bang/ipad-air-11-inch-m3-2025-wifi;"Thông số nổi bật

iPad Air 11 inch M3 2025 WiFi 256GB";Skipped
iPad Air 11 inch M3 2025 WiFi + Cellular 512GB;Ánh Sao;No;29190000;25990000;2026-01-31;"Khuyến mãi được hưởng

Tặng túi lộc 3,200,000đ áp dụng đến 31/01

Đặc quyền tặng gói dịch vụ Apple Music và Fitness+ 3 tháng 


Giảm đến 500,000đ cho Bao da/Bàn Phím, Bút cảm ứng của Apple khi mua kèm iPad 


Lì xì thêm đến 2,5 triệu khi mua kèm SIM FPT 


Trả góp 0%";;"Quà tặng và ưu đãi khác

Tặng phiếu mua hàng 200,000đ mua Microsoft® 365 Personal/Family khi mua kèm Máy tính xách tay/Macbook/iPad/PC 

Tặng phiếu mua hàng 50,000đ khi mua sim FPT kèm máy 


Ưu đãi

Giảm 5% mua camera cho đơn hàng Điện thoại/ Tablet, Điện máy từ 1 triệu 


Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng";https://fptshop.com.vn/may-tinh-bang/ipad-air-11-inch-m3-2025-wifi-cellular;"Thông số nổi bật

iPad Air 11 inch M3 2025 WiFi + Cellular 512GB";Skipped
iPad Air 11 inch M2 2024 Wifi 512GB;Trắng;Yes;24990000;21990000;2026-01-31;"Khuyến mãi được hưởng

Tặng túi lộc 3,000,000đ áp dụng đến 31/01

Đặc quyền tặng gói dịch vụ Apple Music và Fitness+ 3 tháng 


Giảm đến 500,000đ cho Bao da/Bàn Phím, Bút cảm ứng của Apple khi mua kèm iPad 


Lì xì thêm đến 2,5 triệu khi mua kèm SIM FPT 


Trả góp 0%";;"Quà tặng và ưu đãi khác

Tặng phiếu mua hàng 200,000đ mua Microsoft® 365 Personal/Family khi mua kèm Máy tính xách tay/Macbook/iPad/PC 

Tặng phiếu mua hàng 50,000đ khi mua sim FPT kèm máy 


Ưu đãi

Giảm 5% mua camera cho đơn hàng Điện thoại/ Tablet, Điện máy từ 1 triệu 


Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng";https://fptshop.com.vn/may-tinh-bang/ipad-air-11-m2-2024-wifi;;Skipped
iPad Air 13 inch M3 2025 WiFi 128GB;Xanh dương;Yes;22090000;19290000;2026-01-31;"Khuyến mãi được hưởng

Tặng túi lộc 2,800,000đ áp dụng đến 31/01

Đặc quyền tặng gói dịch vụ Apple Music và Fitness+ 3 tháng 


Giảm đến 500,000đ cho Bao da/Bàn Phím, Bút cảm ứng của Apple khi mua kèm iPad 


Lì xì thêm đến 2,5 triệu khi mua kèm SIM FPT 


Trả góp 0%";;"Quà tặng và ưu đãi khác

Tặng phiếu mua hàng 200,000đ mua Microsoft® 365 Personal/Family khi mua kèm Máy tính xách tay/Macbook/iPad/PC 

Tặng phiếu mua hàng 50,000đ khi mua sim FPT kèm máy 


Ưu đãi

Giảm 5% mua camera cho đơn hàng Điện thoại/ Tablet, Điện máy từ 1 triệu 


Xem thêm 1 ưu đãi khác";https://fptshop.com.vn/may-tinh-bang/ipad-air-13-inch-m3-2025-wifi;;Skipped
iPad Air 11 inch M3 2025 WiFi + Cellular 512GB;Tím;No;29190000;25990000;2026-01-31;"Khuyến mãi được hưởng

Tặng túi lộc 3,200,000đ áp dụng đến 31/01

Đặc quyền tặng gói dịch vụ Apple Music và Fitness+ 3 tháng 


Giảm đến 500,000đ cho Bao da/Bàn Phím, Bút cảm ứng của Apple khi mua kèm iPad 


Lì xì thêm đến 2,5 triệu khi mua kèm SIM FPT 


Trả góp 0%";;"Quà tặng và ưu đãi khác

Tặng phiếu mua hàng 200,000đ mua Microsoft® 365 Personal/Family khi mua kèm Máy tính xách tay/Macbook/iPad/PC 

Tặng phiếu mua hàng 50,000đ khi mua sim FPT kèm máy 


Ưu đãi

Giảm 5% mua camera cho đơn hàng Điện thoại/ Tablet, Điện máy từ 1 triệu 


Xem thêm 1 ưu đãi khác";https://fptshop.com.vn/may-tinh-bang/ipad-air-11-inch-m3-2025-wifi-cellular;"Thông số nổi bật

iPad Air 11 inch M3 2025 WiFi + Cellular 512GB
Thông tin hàng hóa
Thiết kế & Trọng lượng
Bộ xử lý
RAM
Màn hình
Đồ họa
Lưu trữ
Cảm biến
Bảo mật
Thông số cơ bản
Giao tiếp và kết nối
Thông tin pin & sạc
Hệ điều hành
Phụ kiện trong hộp
Thông tin hàng hóa
Xuất xứ

Trung Quốc

Thời điểm ra mắt
05/2025
Thời gian bảo hành
12 tháng
Thiết kế & Trọng lượng
Kích thước
247.6 x 178.5 x 6.1 mm
Trọng lượng sản phẩm

460 g

Chất liệu

Đang cập nhật

Bộ xử lý
CPU Model
M3
Số nhân
8
RAM
Dung lượng RAM
8 GB
Màn hình
Kích thước màn hình
11 inch
Độ phân giải

2360 x 1640 Pixels

Chuẩn màn hình
Liquid Retina HD
Mật độ điểm ảnh
264 ppi
Độ sáng
500 nits
Đồ họa
Chip đồ hoạ (GPU)

Apple GPU 9 Nhân

Lưu trữ
Dung lượng (ROM)
512 GB
Cảm biến
Cảm biến
Con quay hồi chuyển

Cảm biến gia tốc kế

Cảm biến ánh sáng

Touch ID

Bảo mật
Bảo mật

Mở khóa bằng mật mã

Thông số cơ bản
Thẻ SIM
1 eSim
Giao tiếp và kết nối
Cổng giao tiếp

Type C

Wifi

Wifi 6E

Bluetooth

v5.3

Thông tin pin & sạc
Loại PIN
Lithium polymer
Dung lượng pin

28.93 Wh

Hệ điều hành
OS

iPadOS

Version
iOS 18
Phụ kiện trong hộp
Phụ kiện trong hộp

Sách HDSD

Cáp USB Type C

Củ sạc iPad";Skipped
iPad Air 11 inch M2 2024 Wifi + Cellular 512GB;Tím;No;28990000;28990000;2026-01-31;;;;https://fptshop.com.vn/may-tinh-bang/ipad-air-11-m2-2024-wifi-cellular;"Thông số nổi bật

iPad Air 11 inch M2 2024 Wifi + Cellular 512GB";Skipped
iPad Air 13 inch M3 2025 WiFi + Cellular 128GB;Ánh Sao;Yes;26190000;23590000;2026-01-31;"Khuyến mãi được hưởng

Tặng túi lộc 2,600,000đ áp dụng đến 31/01

Đặc quyền tặng gói dịch vụ Apple Music và Fitness+ 3 tháng 


Giảm đến 500,000đ cho Bao da/Bàn Phím, Bút cảm ứng của Apple khi mua kèm iPad 


Lì xì thêm đến 2,5 triệu khi mua kèm SIM FPT 


Trả góp 0%";;"Quà tặng và ưu đãi khác

Tặng phiếu mua hàng 200,000đ mua Microsoft® 365 Personal/Family khi mua kèm Máy tính xách tay/Macbook/iPad/PC 

Tặng phiếu mua hàng 50,000đ khi mua sim FPT kèm máy 


Ưu đãi

Giảm 5% mua camera cho đơn hàng Điện thoại/ Tablet, Điện máy từ 1 triệu 


Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng";https://fptshop.com.vn/may-tinh-bang/ipad-air-13-inch-m3-2025-wifi-cellular;"Ưu đãi thanh toán

Giảm đến 1,000,000 đồng cho đơn hàng từ 3 triệu khi trả góp qua thẻ Techcombank MasterCard

HSD: 28/02/2026

Xem chi tiết

Giảm ngay 800,000đ cho đơn từ 8 triệu khi thanh toán qua thẻ Visa SCB.

HSD: 30/06/2026

Xem chi tiết

Giảm ngay 10% tối đa 500.000đ cho đơn hàng khi thanh toán 100% qua thẻ tín dụng MBBank MasterCard.

HSD: 31/01/2026

Xem chi tiết

Giảm ngay 200.000đ cho đơn từ 20,2 triệu khi trả góp 100% qua thẻ tín dụng Techcombank Visa.

HSD: 31/01/2026

Xem chi tiết

Giảm ngay 50% tối đa 100.000đ cho Khách hàng mới Hoặc Giảm 5% tối đa 200,000đ đơn hàng từ 700.000đ khi thanh toán qua Kredivo

HSD: 28/02/2026

Giảm ngay 300,000đ cho đơn hàng từ 6 triệu cho khách hàng đăng ký mới và thanh toán lần đầu qua Kredivo

HSD: 28/02/2026

Giảm ngay 5% tối đa 50,000đ cho Khách hàng thân thiết khi thanh toán qua HomePayLater.

HSD: 31/03/2026

Giảm ngay 20% tối đa 50.000đ cho Khách hàng mới Hoặc Giảm 5% tối đa 200,000đ đơn hàng từ 700.000đ khi thanh toán qua HomePayLater

HSD: 31/03/2026";Skipped
iPad Air 11 inch M2 2024 Wifi 512GB;Tím;No;24990000;21990000;2026-01-31;;;;https://fptshop.com.vn/may-tinh-bang/ipad-air-11-m2-2024-wifi;"Thông số nổi bật

iPad Air 11 inch M2 2024 Wifi 512GB";Skipped
iPad Air 11 inch M3 2025 WiFi 1TB;Ánh Sao;No;30590000;27490000;2026-01-31;"Khuyến mãi được hưởng

Tặng túi lộc 3,100,000đ áp dụng đến 31/01

Đặc quyền tặng gói dịch vụ Apple Music và Fitness+ 3 tháng 


Giảm đến 500,000đ cho Bao da/Bàn Phím, Bút cảm ứng của Apple khi mua kèm iPad 


Lì xì thêm đến 2,5 triệu khi mua kèm SIM FPT 


Trả góp 0%";;"Quà tặng và ưu đãi khác

Tặng phiếu mua hàng 200,000đ mua Microsoft® 365 Personal/Family khi mua kèm Máy tính xách tay/Macbook/iPad/PC 

Tặng phiếu mua hàng 50,000đ khi mua sim FPT kèm máy 


Ưu đãi

Giảm 5% mua camera cho đơn hàng Điện thoại/ Tablet, Điện máy từ 1 triệu 


Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng";https://fptshop.com.vn/may-tinh-bang/ipad-air-11-inch-m3-2025-wifi;"Thông số nổi bật

iPad Air 11 inch M3 2025 WiFi 1TB
Thông tin hàng hóa
Thiết kế & Trọng lượng
Bộ xử lý
RAM
Màn hình
Đồ họa
Lưu trữ
Cảm biến
Bảo mật
Giao tiếp và kết nối
Thông tin pin & sạc
Hệ điều hành
Phụ kiện trong hộp
Thông tin hàng hóa
Xuất xứ

Trung Quốc

Thời điểm ra mắt
05/2025
Thời gian bảo hành
12 tháng
Thiết kế & Trọng lượng
Kích thước
247.6 x 178.5 x 6.1 mm
Trọng lượng sản phẩm

460 g

Chất liệu

Đang cập nhật

Bộ xử lý
CPU Model
M3
Số nhân
8
RAM
Dung lượng RAM
8 GB
Màn hình
Kích thước màn hình
11 inch
Độ phân giải

2360 x 1640 Pixels

Chuẩn màn hình
Liquid Retina HD
Mật độ điểm ảnh
264 ppi
Độ sáng
500 nits
Đồ họa
Chip đồ hoạ (GPU)

Apple GPU 9 Nhân

Lưu trữ
Dung lượng (ROM)
1 TB
Cảm biến
Cảm biến
Con quay hồi chuyển

Cảm biến gia tốc kế

Cảm biến ánh sáng

Touch ID

Bảo mật
Bảo mật

Mở khóa bằng mật mã

Giao tiếp và kết nối
Cổng giao tiếp

Type C

Wifi

Wifi 6E

Bluetooth

v5.3

Thông tin pin & sạc
Loại PIN
Lithium polymer
Dung lượng pin

28.93 Wh

Hệ điều hành
OS

iPadOS

Version
iOS 18
Phụ kiện trong hộp
Phụ kiện trong hộp

Sách HDSD

Cáp USB Type C

Củ sạc iPad";Skipped
iPad Air 13 inch M3 2025 WiFi 128GB;Ánh Sao;Yes;22090000;19290000;2026-01-31;"Khuyến mãi được hưởng

Tặng túi lộc 2,800,000đ áp dụng đến 31/01

Đặc quyền tặng gói dịch vụ Apple Music và Fitness+ 3 tháng 


Giảm đến 500,000đ cho Bao da/Bàn Phím, Bút cảm ứng của Apple khi mua kèm iPad 


Lì xì thêm đến 2,5 triệu khi mua kèm SIM FPT 


Trả góp 0%";;"Quà tặng và ưu đãi khác

Tặng phiếu mua hàng 200,000đ mua Microsoft® 365 Personal/Family khi mua kèm Máy tính xách tay/Macbook/iPad/PC 

Tặng phiếu mua hàng 50,000đ khi mua sim FPT kèm máy 


Ưu đãi

Giảm 5% mua camera cho đơn hàng Điện thoại/ Tablet, Điện máy từ 1 triệu 


Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng";https://fptshop.com.vn/may-tinh-bang/ipad-air-13-inch-m3-2025-wifi;"Thông số nổi bật

iPad Air 13 inch M3 2025 WiFi 128GB";Skipped
iPad Air 11 inch M3 2025 WiFi + Cellular 512GB;Xám không gian;No;29190000;25990000;2026-01-31;"Khuyến mãi được hưởng

Tặng túi lộc 3,200,000đ áp dụng đến 31/01

Đặc quyền tặng gói dịch vụ Apple Music và Fitness+ 3 tháng 


Giảm đến 500,000đ cho Bao da/Bàn Phím, Bút cảm ứng của Apple khi mua kèm iPad 


Lì xì thêm đến 2,5 triệu khi mua kèm SIM FPT 


Trả góp 0%";;"Quà tặng và ưu đãi khác

Tặng phiếu mua hàng 200,000đ mua Microsoft® 365 Personal/Family khi mua kèm Máy tính xách tay/Macbook/iPad/PC 

Tặng phiếu mua hàng 50,000đ khi mua sim FPT kèm máy 


Ưu đãi

Giảm 5% mua camera cho đơn hàng Điện thoại/ Tablet, Điện máy từ 1 triệu 


Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng";https://fptshop.com.vn/may-tinh-bang/ipad-air-11-inch-m3-2025-wifi-cellular;"Thông số nổi bật

iPad Air 11 inch M3 2025 WiFi + Cellular 512GB";Skipped
iPad Air 11 inch M2 2024 Wifi + Cellular 512GB;Trắng;No;28990000;28990000;2026-01-31;;;;https://fptshop.com.vn/may-tinh-bang/ipad-air-11-m2-2024-wifi-cellular;"Thông số nổi bật

iPad Air 11 inch M2 2024 Wifi + Cellular 512GB";Skipped
iPad Air 11 inch M2 2024 Wifi 512GB;Xám;No;24990000;21990000;2026-01-31;"Khuyến mãi được hưởng

Tặng túi lộc 3,000,000đ áp dụng đến 31/01

Đặc quyền tặng gói dịch vụ Apple Music và Fitness+ 3 tháng 


Giảm đến 500,000đ cho Bao da/Bàn Phím, Bút cảm ứng của Apple khi mua kèm iPad 


Lì xì thêm đến 2,5 triệu khi mua kèm SIM FPT 


Trả góp 0%";;"Quà tặng và ưu đãi khác

Tặng phiếu mua hàng 200,000đ mua Microsoft® 365 Personal/Family khi mua kèm Máy tính xách tay/Macbook/iPad/PC 

Tặng phiếu mua hàng 50,000đ khi mua sim FPT kèm máy 


Ưu đãi

Giảm 5% mua camera cho đơn hàng Điện thoại/ Tablet, Điện máy từ 1 triệu 


Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng";https://fptshop.com.vn/may-tinh-bang/ipad-air-11-m2-2024-wifi;"Thông số nổi bật

iPad Air 11 inch M2 2024 Wifi 512GB";Skipped
